"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2023.MMP1764,2023.MMP1764,Incident,"Southern Asia",2023-03-21,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1765,2023.MMP1765,Incident,"Southern Asia",2023-03-22,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Taibat district, Khorasan province, Iran","35.1020253, 59.1041758","Southern Asia","IOM Afghanistan",,4
2023.MMP1766,2023.MMP1766,Incident,"Southern Asia",2023-03-23,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1767,2023.MMP1767,Incident,"Southern Asia",2023-03-25,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1768,2023.MMP1768,Incident,"Southern Asia",2023-03-25,2023,March,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran (Islamic Republic of)","Afghanistan to Iran","Tay Abad district, Khorsan province, Iran","32.427908, 53.688046","Southern Asia","IOM Afghanistan",,4
2023.MMP1769,2023.MMP1769,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water","Iran (Islamic Republic of)","Afghanistan to Iran","Khoy district, Azarbaijan province, Iran","38.5332322, 44.6783475","Southern Asia","IOM Afghanistan",,4
2023.MMP1770,2023.MMP1770,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1771,2023.MMP1771,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1772,2023.MMP1772,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1773,2023.MMP1773,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1774,2023.MMP1774,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Rafsanjan district, Kerman province, Iran","30.5586331, 55.9358581","Southern Asia","IOM Afghanistan",,4
2023.MMP1775,2023.MMP1775,Incident,"Southern Asia",2023-03-26,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Bandar Abbas district, Hormozgan province, Iran","27.1962543, 56.2883647","Southern Asia","IOM Afghanistan",,4
2023.MMP1776,2023.MMP1776,Incident,"Southern Asia",2023-03-27,2023,March,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1777,2023.MMP1777,Incident,"Southern Asia",2023-03-27,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983","Southern Asia","IOM Afghanistan",,4
2023.MMP1778,2023.MMP1778,Incident,"Southern Asia",2023-03-27,2023,March,1,0,1,,0,1,1,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1779,2023.MMP1779,Incident,"Southern Asia",2023-03-27,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Drowning,"Iran (Islamic Republic of)","Afghanistan to Iran","Bandar Abbas district, Hormozgan province, Iran","27.1962543, 56.2883647","Southern Asia","IOM Afghanistan",,4
2023.MMP1780,2023.MMP1780,Incident,"Southern Asia",2023-03-28,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1781,2023.MMP1781,Incident,"Southern Asia",2023-03-28,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Esfahan  district, Esfahan province, Iran","32.6538966, 51.6659656","Southern Asia","IOM Afghanistan",,4
2023.MMP1782,2023.MMP1782,Incident,"Southern Asia",2023-03-29,2023,March,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Yazd district, Yazd province, Iran","32.1006387, 54.4342138","Southern Asia","IOM Afghanistan",,4
2023.MMP1783,2023.MMP1783,Incident,"Southern Asia",2023-03-29,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Yazd district, Yazd province, Iran","32.1006387, 54.4342138","Southern Asia","IOM Afghanistan",,4
2023.MMP1784,2023.MMP1784,Incident,"Southern Asia",2023-03-29,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1785,2023.MMP1785,Incident,"Southern Asia",2023-03-29,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Esfahan  district, Esfahan province, Iran","32.6538966, 51.6659656","Southern Asia","IOM Afghanistan",,4
2023.MMP1786,2023.MMP1786,Incident,"Southern Asia",2023-03-29,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Ahwaz district, Awaz province, Iran","31.3183272, 48.6706187","Southern Asia","IOM Afghanistan",,4
2023.MMP1787,2023.MMP1787,Incident,"Southern Asia",2023-03-29,2023,March,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Kerman district, Kerman province, Iran","30.5757091, 58.0071922","Southern Asia","IOM Afghanistan",,4
2023.MMP1788,2023.MMP1788,Incident,"Southern Asia",2023-03-30,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Alborz district, Alborz  province, Iran","35.8898715, 50.8456323","Southern Asia","IOM Afghanistan",,4
2023.MMP1789,2023.MMP1789,Incident,"Southern Asia",2023-03-30,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Alborz district, Alborz  province, Iran","35.8898715, 50.8456323","Southern Asia","IOM Afghanistan",,4
2023.MMP1790,2023.MMP1790,Incident,"Southern Asia",2023-03-30,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1791,2023.MMP1791,Incident,"Southern Asia",2023-03-30,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Alborz district, Alborz  province, Iran","35.8898715, 50.8456323","Southern Asia","IOM Afghanistan",,4
2023.MMP1792,2023.MMP1792,Incident,"Southern Asia",2023-03-30,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1793,2023.MMP1793,Incident,"Southern Asia",2023-03-30,2023,March,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Iranshahr district, Sistan wa Balochestan province, Iran","27.2030006, 60.6853176","Southern Asia","IOM Afghanistan",,4
2023.MMP1794,2023.MMP1794,Incident,"Southern Asia",2023-03-31,2023,March,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983","Southern Asia","IOM Afghanistan",,4
2023.MMP1795,2023.MMP1795,Incident,"Southern Asia",2023-03-31,2023,March,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983","Southern Asia","IOM Afghanistan",,4
2023.MMP1796,2023.MMP1796,Incident,"Southern Asia",2023-03-31,2023,March,1,0,1,,1,0,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Larestan district, Fars province, Iran","27.809713, 54.3467152","Southern Asia","IOM Afghanistan",,4
2023.MMP1797,2023.MMP1797,Incident,"Southern Asia",2023-04-01,2023,April,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Zabul district, Sistan wa Balochestan province, Iran","31.0301788, 61.4900813","Southern Asia","IOM Afghanistan",,4
2023.MMP1798,2023.MMP1798,Incident,"Southern Asia",2023-04-02,2023,April,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Mixed or unknown","Iran (Islamic Republic of)","Afghanistan to Iran","Khash district, Sistan wa Balochestan province, Iran","28.1713142, 61.1403196","Southern Asia","IOM Afghanistan",,4
2023.MMP1799,2023.MMP1799,Incident,"Southern Asia",2023-05-16,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669","Southern Asia","IOM Afghanistan",,4
2023.MMP1800,2023.MMP1800,Incident,"Southern Asia",2023-05-17,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1801,2023.MMP1801,Incident,"Southern Asia",2023-05-18,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1802,2023.MMP1802,Incident,"Southern Asia",2023-05-18,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1803,2023.MMP1803,Incident,"Southern Asia",2023-05-18,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz district, Fars province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1804,2023.MMP1804,Incident,"Southern Asia",2023-05-18,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Yasoj district, Fars province, Iran","30.2319828, 51.9879636","Southern Asia","IOM Afghanistan",,4
2023.MMP1805,2023.MMP1805,Incident,"Southern Asia",2023-05-18,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1806,2023.MMP1806,Incident,"Southern Asia",2023-05-20,2023,May,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1807,2023.MMP1807,Incident,"Southern Asia",2023-05-22,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1808,2023.MMP1808,Incident,"Southern Asia",2023-05-22,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1809,2023.MMP1809,Incident,"Southern Asia",2023-05-22,2023,May,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669","Southern Asia","IOM Afghanistan",,4
2023.MMP1810,2023.MMP1810,Incident,"Southern Asia",2023-05-23,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669","Southern Asia","IOM Afghanistan",,4
2023.MMP1811,2023.MMP1811,Incident,"Southern Asia",2023-05-23,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Mazandran district, Mazandaran province, Iran","36.3993691, 52.1912307","Southern Asia","IOM Afghanistan",,4
2023.MMP1812,2023.MMP1812,Incident,"Southern Asia",2023-05-23,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Iran to Türkiye","Tabriz district, Tabriz province, Iran","38.0791831, 46.2886732","Southern Asia","IOM Afghanistan",,4
2023.MMP1813,2023.MMP1813,Incident,"Southern Asia",2023-05-24,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1814,2023.MMP1814,Incident,"Southern Asia",2023-05-24,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1815,2023.MMP1815,Incident,"Southern Asia",2023-05-25,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","shiraz district, Shiraz province, Iran","29.5926119, 52.5835646","Southern Asia","IOM Afghanistan",,4
2023.MMP1816,2023.MMP1816,Incident,"Southern Asia",2023-05-27,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669","Southern Asia","IOM Afghanistan",,4
2023.MMP1817,2023.MMP1817,Incident,"Southern Asia",2023-05-27,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1818,2023.MMP1818,Incident,"Southern Asia",2023-05-29,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Drowning,"Iran (Islamic Republic of)","Afghanistan to Iran","Mazandran district, Mazendaran province, Iran","36.6262571, 52.2446956","Southern Asia","IOM Afghanistan",,4
2023.MMP1819,2023.MMP1819,Incident,"Southern Asia",2023-05-31,2023,May,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1820,2023.MMP1820,Incident,"Southern Asia",2023-05-31,2023,May,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1821,2023.MMP1821,Incident,"Southern Asia",2023-06-03,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669","Southern Asia","IOM Afghanistan",,4
2023.MMP1822,2023.MMP1822,Incident,"Southern Asia",2023-06-03,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Theran province, Iran","35.7218583, 51.3346954","Southern Asia","IOM Afghanistan",,4
2023.MMP1823,2023.MMP1823,Incident,"Southern Asia",2023-06-03,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Theran province, Iran","35.7218583, 51.3346954","Southern Asia","IOM Afghanistan",,4
2023.MMP1824,2023.MMP1824,Incident,"Southern Asia",2023-06-06,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Gelawan district, Tehran province, Iran","35.5501285, 51.5150077","Southern Asia","IOM Afghanistan",,4
2023.MMP1825,2023.MMP1825,Incident,"Southern Asia",2023-06-06,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Islam Shahr district, Tehran province, Iran","35.5776564, 51.2422395","Southern Asia","IOM Afghanistan",,4
2023.MMP1826,2023.MMP1826,Incident,"Southern Asia",2023-06-07,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Mixed or unknown","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1827,2023.MMP1827,Incident,"Southern Asia",2023-06-07,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Mashhad district, Razawi Khorasan province, Iran","36.4190601, 59.5642369","Southern Asia","IOM Afghanistan",,4
2023.MMP1828,2023.MMP1828,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1829,2023.MMP1829,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Kazron district, Shiraz province, Iran","29.6266426, 52.4465474","Southern Asia","IOM Afghanistan",,4
2023.MMP1830,2023.MMP1830,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Kazron district, Shiraz province, Iran","29.6266426, 52.4465474","Southern Asia","IOM Afghanistan",,4
2023.MMP1831,2023.MMP1831,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Kazron district, Shiraz province, Iran","29.6266426, 52.4465474","Southern Asia","IOM Afghanistan",,4
2023.MMP1832,2023.MMP1832,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1833,2023.MMP1833,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Karaj district, Alborz  province, Iran","35.8438581, 50.9714995","Southern Asia","IOM Afghanistan",,4
2023.MMP1834,2023.MMP1834,Incident,"Southern Asia",2023-06-11,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Rasht district, Gelan province, Iran","37.2712671, 49.5920736","Southern Asia","IOM Afghanistan",,4
2023.MMP1835,2023.MMP1835,Incident,"Southern Asia",2023-06-12,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1836,2023.MMP1836,Incident,"Southern Asia",2023-06-13,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1837,2023.MMP1837,Incident,"Southern Asia",2023-06-14,2023,June,1,0,1,,1,0,1,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Esfahan  district, Esfahan province, Iran","32.6538966, 51.6659656","Southern Asia","IOM Afghanistan",,4
2023.MMP1838,2023.MMP1838,Incident,"Southern Asia",2023-06-14,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Ahwaz district, Khuzistan province, Iran","31.3183272, 48.6706187","Southern Asia","IOM Afghanistan",,4
2023.MMP1839,2023.MMP1839,Incident,"Southern Asia",2023-06-15,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1840,2023.MMP1840,Incident,"Southern Asia",2023-06-15,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1841,2023.MMP1841,Incident,"Southern Asia",2023-06-15,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1842,2023.MMP1842,Incident,"Southern Asia",2023-06-17,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Sawa district, Markazi province, Iran","34.6961791, 49.6911374","Southern Asia","IOM Afghanistan",,4
2023.MMP1843,2023.MMP1843,Incident,"Southern Asia",2023-06-17,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1844,2023.MMP1844,Incident,"Southern Asia",2023-06-18,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Qom district, Qom province, Iran","34.6415764, 50.8746035","Southern Asia","IOM Afghanistan",,4
2023.MMP1845,2023.MMP1845,Incident,"Southern Asia",2023-06-18,2023,June,1,0,1,,0,1,1,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1846,2023.MMP1846,Incident,"Southern Asia",2023-06-19,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1847,2023.MMP1847,Incident,"Southern Asia",2023-06-19,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Accidental death","Iran (Islamic Republic of)","Afghanistan to Iran","Avaz district, Avaz province, Iran","31.3183272, 48.6706187","Southern Asia","IOM Afghanistan",,4
2023.MMP1848,2023.MMP1848,Incident,"Southern Asia",2023-06-20,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
2023.MMP1849,2023.MMP1849,Incident,"Southern Asia",2023-06-20,2023,June,1,0,1,,0,1,0,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Tehran district, Tehran province, Iran","35.6891975, 51.3889736","Southern Asia","IOM Afghanistan",,4
